Date,Year,Month,Day,Open,High,Low,Close,Volume
1991-01-31,1991,1,31,30.264101028442383,30.383604049682617,30.174474716186523,30.29397773742676,7189367.0
1991-02-01,1991,2,1,30.23422622680664,30.50310707092285,30.025096893310547,30.3238525390625,8029514.0
1991-02-04,1991,2,4,30.174474716186523,30.50310707092285,30.025096893310547,30.44335556030273,6498170.0
1991-02-05,1991,2,5,30.413480758666992,30.712236404418945,30.35372734069824,30.712236404418945,9108986.0
1991-02-06,1991,2,6,30.62261009216309,31.07074546813965,30.59273338317871,31.040870666503903,10123606.0
1991-02-07,1991,2,7,31.07074546813965,31.30975151062012,30.682361602783203,30.712236404418945,10593888.0
1991-02-08,1991,2,8,30.80186462402344,31.040870666503903,30.65248680114746,30.95124244689941,7329113.0
1991-02-11,1991,2,11,31.040870666503903,31.66826057434082,30.98111915588379,31.638383865356445,7804415.0
1991-02-12,1991,2,12,31.42925453186035,31.99689292907715,31.42925453186035,31.728010177612305,9926122.0
1991-02-13,1991,2,13,31.638383865356445,32.26577377319336,31.608509063720703,32.1761474609375,8049179.0
1991-02-14,1991,2,14,32.23590087890625,32.56453323364258,31.99689292907715,32.26577377319336,10398914.0
1991-02-15,1991,2,15,32.385276794433594,32.95291519165039,32.355403900146484,32.83341217041016,11459558.0
1991-02-19,1991,2,19,32.80353546142578,33.40105056762695,32.7437858581543,33.34130096435547,9531570.0
1991-02-20,1991,2,20,33.04254150390625,33.162044525146484,32.95291519165039,32.95291519165039,7757973.0
1991-02-21,1991,2,21,32.982791900634766,33.04254150390625,32.385276794433594,32.385276794433594,6550052.0
1991-02-22,1991,2,22,32.41515350341797,32.7437858581543,31.69813537597656,31.84751319885254,9975074.0
1991-02-25,1991,2,25,32.08652114868164,32.295650482177734,31.578632354736328,31.93714141845703,7927425.0
1991-02-26,1991,2,26,31.728010177612305,31.78776359558105,31.01099395751953,31.01099395751953,9318186.0
1991-02-27,1991,2,27,31.07074546813965,31.27987670898437,30.62261009216309,31.27987670898437,8540381.0
1991-02-28,1991,2,28,31.369503021240234,31.42925453186035,30.47323036193848,30.77198982238769,9031164.0
1991-03-01,1991,3,1,30.65248680114746,31.42925453186035,30.62261009216309,31.30975151062012,7774290.0
1991-03-04,1991,3,4,31.369503021240234,31.66826057434082,31.040870666503903,31.220123291015625,4977286.0
1991-03-05,1991,3,5,31.220123291015625,32.26577377319336,31.040870666503903,31.90726661682129,10392638.0
1991-03-06,1991,3,6,32.116397857666016,32.23590087890625,31.69813537597656,31.75788688659668,8497704.0
1991-03-07,1991,3,7,31.728010177612305,31.967016220092773,31.459129333496094,31.66826057434082,4989838.0
1991-03-08,1991,3,8,31.8176383972168,31.93714141845703,31.30975151062012,31.369503021240234,6209056.0
1991-03-11,1991,3,11,31.07074546813965,31.190248489379883,30.77198982238769,30.861616134643555,7549610.0
1991-03-12,1991,3,12,30.80186462402344,30.891490936279297,30.23422622680664,30.35372734069824,9024051.0
1991-03-13,1991,3,13,30.35372734069824,30.98111915588379,30.29397773742676,30.861616134643555,6294410.0
1991-03-14,1991,3,14,30.891490936279297,31.25,30.23422622680664,30.62261009216309,8137462.0
1991-03-15,1991,3,15,30.532983779907227,30.532983779907227,30.174474716186523,30.264101028442383,11261236.0
1991-03-18,1991,3,18,30.204349517822266,30.62261009216309,30.174474716186523,30.56285858154297,6239599.0
1991-03-19,1991,3,19,28.38193130493164,28.44168281555176,27.48566055297852,27.51553535461425,26503966.0
1991-03-20,1991,3,20,27.48566055297852,27.57528686523437,27.12715148925781,27.27652931213379,16765706.0
1991-03-21,1991,3,21,27.42590713500977,27.48566055297852,26.52963638305664,26.738767623901367,13526035.0
1991-03-22,1991,3,22,26.76864242553711,26.91802024841309,26.58938789367676,26.679014205932617,11959127.0
1991-03-25,1991,3,25,26.738767623901367,27.157026290893555,26.708890914916992,27.12715148925781,6681430.0
1991-03-26,1991,3,26,27.12715148925781,27.396032333374023,27.09727478027344,27.216777801513672,5756347.0
1991-03-27,1991,3,27,27.336280822753903,27.396032333374023,26.888145446777344,26.977771759033203,7132465.0
1991-03-28,1991,3,28,27.246654510498047,27.336280822753903,26.977771759033203,27.216777801513672,6773059.0
1991-04-01,1991,4,1,27.216777801513672,27.30640411376953,26.738767623901367,26.828393936157227,5953832.0
1991-04-02,1991,4,2,26.888145446777344,27.12715148925781,26.559511184692383,27.06739997863769,9489730.0
1991-04-03,1991,4,3,27.09727478027344,27.30640411376953,27.00764846801757,27.03752326965332,7702326.0
1991-04-04,1991,4,4,27.157026290893555,27.42590713500977,26.79851722717285,27.12715148925781,8109847.0
1991-04-05,1991,4,5,27.27652931213379,27.36615753173828,26.888145446777344,26.91802024841309,6360098.0
1991-04-08,1991,4,8,26.8582706451416,27.12715148925781,26.76864242553711,27.00764846801757,4037978.0
1991-04-09,1991,4,9,26.94789695739746,27.09727478027344,26.52963638305664,26.58938789367676,5643798.0
1991-04-10,1991,4,10,26.619264602661133,26.679014205932617,26.29063034057617,26.58938789367676,8052945.0
1991-04-11,1991,4,11,26.559511184692383,26.738767623901367,26.320507049560547,26.44001007080078,9266305.0
1991-04-12,1991,4,12,26.52963638305664,26.52963638305664,25.84249496459961,25.93212127685547,14876212.0
1991-04-15,1991,4,15,25.872371673583984,25.902246475219727,25.24498176574707,25.543737411499023,12664131.0
1991-04-16,1991,4,16,25.5736141204834,26.111377716064453,25.51386260986328,26.111377716064453,8730753.0
1991-04-17,1991,4,17,26.201004028320312,26.469884872436523,26.111377716064453,26.26075553894043,8740376.0
1991-04-18,1991,4,18,26.29063034057617,26.469884872436523,26.141252517700195,26.230880737304688,6124539.0
1991-04-19,1991,4,19,26.111377716064453,26.35038185119629,26.051624298095703,26.171127319335938,8825311.0
1991-04-22,1991,4,22,25.99187469482422,26.141252517700195,25.84249496459961,25.93212127685547,6570554.0
1991-04-23,1991,4,23,26.051624298095703,26.08150100708008,25.78274345397949,25.902246475219727,3899906.0
1991-04-24,1991,4,24,25.902246475219727,26.02174949645996,25.812620162963867,25.872371673583984,6033746.0
1991-04-25,1991,4,25,25.902246475219727,26.08150100708008,25.72299194335937,25.812620162963867,4691938.0
1991-04-26,1991,4,26,25.812620162963867,25.872371673583984,25.63336563110352,25.66324043273925,4282324.0
1991-04-29,1991,4,29,25.75286865234375,25.78274345397949,25.0059757232666,25.06572723388672,7759228.0
1991-04-30,1991,4,30,25.21510505676269,25.21510505676269,24.40846061706543,24.61759185791016,13757829.0
1991-05-01,1991,5,1,24.49808883666992,24.976099014282227,24.40846061706543,24.856597900390625,8134533.0
1991-05-02,1991,5,2,24.796844482421875,25.33460807800293,24.796844482421875,25.304731369018555,6368466.0
1991-05-03,1991,5,3,25.21510505676269,25.454111099243164,24.378585815429688,24.766969680786133,13485450.0
1991-05-06,1991,5,6,24.468212127685547,24.766969680786133,24.468212127685547,24.707218170166016,4577296.0
1991-05-07,1991,5,7,24.707218170166016,24.73709487915039,24.348709106445312,24.348709106445312,5381042.0
1991-05-08,1991,5,8,24.40846061706543,24.856597900390625,24.31883430480957,24.796844482421875,5790656.0
1991-05-09,1991,5,9,24.91634750366211,25.304731369018555,24.886472702026367,25.304731369018555,6458004.0
1991-05-10,1991,5,10,25.304731369018555,25.33460807800293,24.61759185791016,24.707218170166016,5708650.0
1991-05-13,1991,5,13,24.766969680786133,25.33460807800293,24.67734146118164,25.304731369018555,5374766.0
1991-05-14,1991,5,14,25.21510505676269,25.394359588623047,25.0059757232666,25.33460807800293,8226581.0
1991-05-15,1991,5,15,25.09560203552246,25.12547874450684,24.199331283569336,24.557838439941406,11198058.0
1991-05-16,1991,5,16,24.796844482421875,24.91634750366211,24.61759185791016,24.886472702026367,5704047.0
1991-05-17,1991,5,17,24.766969680786133,25.0059757232666,24.73709487915039,24.796844482421875,8841210.0
1991-05-20,1991,5,20,24.886472702026367,24.91634750366211,24.6474666595459,24.67734146118164,3308289.0
1991-05-21,1991,5,21,24.766969680786133,24.91634750366211,24.020076751708984,24.259082794189453,7009037.0
1991-05-22,1991,5,22,24.438337326049805,25.0059757232666,24.378585815429688,25.0059757232666,9380946.0
1991-05-23,1991,5,23,24.976099014282227,25.0059757232666,24.796844482421875,25.0059757232666,5779359.0
1991-05-24,1991,5,24,25.0059757232666,25.12547874450684,24.976099014282227,25.09560203552246,3996138.0
1991-05-28,1991,5,28,25.15535354614257,25.18522834777832,24.766969680786133,25.12547874450684,6032073.0
1991-05-29,1991,5,29,25.0059757232666,25.0059757232666,24.796844482421875,24.886472702026367,6912805.0
1991-05-30,1991,5,30,24.766969680786133,25.12547874450684,24.766969680786133,24.946224212646484,5979354.0
1991-05-31,1991,5,31,24.946224212646484,25.454111099243164,24.796844482421875,25.364484786987305,7384760.0
1991-06-03,1991,6,3,25.33460807800293,25.66324043273925,25.27485656738281,25.42423439025879,5530411.0
1991-06-04,1991,6,4,25.24498176574707,25.33460807800293,25.0059757232666,25.09560203552246,5104898.0
1991-06-05,1991,6,5,25.18522834777832,25.21510505676269,24.6474666595459,24.67734146118164,6222445.0
1991-06-06,1991,6,6,24.6474666595459,24.766969680786133,24.378585815429688,24.61759185791016,5665973.0
1991-06-07,1991,6,7,24.58771514892578,24.61759185791016,24.22920608520508,24.378585815429688,7365514.0
1991-06-10,1991,6,10,24.468212127685547,24.557838439941406,24.40846061706543,24.468212127685547,4122495.0
1991-06-11,1991,6,11,24.557838439941406,24.73709487915039,24.40846061706543,24.438337326049805,4756790.0
1991-06-12,1991,6,12,24.348709106445312,24.378585815429688,24.049951553344727,24.259082794189453,7864665.0
1991-06-13,1991,6,13,24.22920608520508,24.22920608520508,23.93044853210449,24.049951553344727,7933282.0
1991-06-14,1991,6,14,24.22920608520508,24.288957595825195,23.870698928833008,23.99020195007324,9882608.0
1991-06-17,1991,6,17,23.81094551086425,23.90057373046875,23.78107070922852,23.78107070922852,682829.0
1991-06-18,1991,6,18,23.84082221984864,24.13957977294922,23.84082221984864,24.109703063964844,7265098.0
1991-06-19,1991,6,19,23.960325241088867,24.199331283569336,23.90057373046875,24.13957977294922,8714435.0
1991-06-20,1991,6,20,23.601816177368164,23.7213191986084,23.21343231201172,23.691444396972656,17095824.0
1991-06-21,1991,6,21,23.7213191986084,23.90057373046875,23.691444396972656,23.81094551086425,13155751.0
1991-06-24,1991,6,24,23.691444396972656,23.81094551086425,23.48231315612793,23.512189865112305,9813990.0
1991-06-25,1991,6,25,23.571941375732425,23.81094551086425,23.48231315612793,23.751195907592773,7176815.0
1991-06-26,1991,6,26,23.691444396972656,23.751195907592773,23.452438354492188,23.571941375732425,7116984.0
1991-06-27,1991,6,27,23.601816177368164,23.601816177368164,23.27318382263184,23.33293533325196,7586010.0
1991-06-28,1991,6,28,23.24330711364746,23.36281013488769,23.093929290771484,23.21343231201172,7412374.0
1991-07-01,1991,7,1,23.33293533325196,23.571941375732425,23.27318382263184,23.512189865112305,5625806.0
1991-07-02,1991,7,2,23.48231315612793,23.751195907592773,23.452438354492188,23.691444396972656,5060966.0
1991-07-03,1991,7,3,23.601816177368164,23.63169288635254,23.452438354492188,23.452438354492188,4046346.0
1991-07-05,1991,7,5,23.452438354492188,23.7213191986084,23.39268684387207,23.571941375732425,3284440.0
1991-07-08,1991,7,8,23.42256164550781,24.020076751708984,23.36281013488769,24.020076751708984,5817852.0
1991-07-09,1991,7,9,23.99020195007324,24.109703063964844,23.7213191986084,23.78107070922852,5278953.0
1991-07-10,1991,7,10,23.870698928833008,23.99020195007324,23.542064666748047,23.601816177368164,5449660.0
1991-07-11,1991,7,11,23.63169288635254,23.66156768798828,23.42256164550781,23.48231315612793,4967663.0
1991-07-12,1991,7,12,23.66156768798828,23.84082221984864,23.48231315612793,23.751195907592773,5880194.0
1991-07-15,1991,7,15,23.78107070922852,23.870698928833008,23.7213191986084,23.7213191986084,3568115.0
1991-07-16,1991,7,16,23.78107070922852,23.78107070922852,22.944551467895508,23.093929290771484,9208147.0
1991-07-17,1991,7,17,23.004301071166992,23.1536808013916,22.97442626953125,23.004301071166992,6473485.0
1991-07-18,1991,7,18,23.093929290771484,23.512189865112305,22.854923248291016,23.48231315612793,9870893.0
1991-07-19,1991,7,19,23.90057373046875,24.109703063964844,23.542064666748047,24.020076751708984,10765014.0
1991-07-22,1991,7,22,24.13957977294922,24.40846061706543,24.109703063964844,24.378585815429688,7645842.0
1991-07-23,1991,7,23,24.557838439941406,24.61759185791016,24.049951553344727,24.049951553344727,5494429.0
1991-07-24,1991,7,24,24.0798282623291,24.22920608520508,23.90057373046875,24.0798282623291,4525414.0
1991-07-25,1991,7,25,24.199331283569336,24.288957595825195,24.020076751708984,24.020076751708984,3533388.0
1991-07-26,1991,7,26,24.049951553344727,24.13957977294922,23.93044853210449,24.020076751708984,2678597.0
1991-07-29,1991,7,29,24.020076751708984,24.22920608520508,23.99020195007324,24.22920608520508,3477322.0
1991-07-30,1991,7,30,24.31883430480957,24.378585815429688,23.99020195007324,24.288957595825195,4519138.0
1991-07-31,1991,7,31,24.348709106445312,24.40846061706543,24.16945457458496,24.199331283569336,3648866.0
1991-08-01,1991,8,1,24.13957977294922,24.31883430480957,24.0798282623291,24.199331283569336,3778152.0
1991-08-02,1991,8,2,24.259082794189453,24.288957595825195,23.960325241088867,23.99020195007324,3732965.0
1991-08-05,1991,8,5,23.99020195007324,24.199331283569336,23.99020195007324,24.13957977294922,5214101.0
1991-08-06,1991,8,6,23.960325241088867,24.0798282623291,23.81094551086425,23.99020195007324,5861366.0
1991-08-07,1991,8,7,23.99020195007324,24.020076751708984,23.66156768798828,23.66156768798828,4854695.0
1991-08-08,1991,8,8,23.691444396972656,23.84082221984864,23.66156768798828,23.7213191986084,4431693.0
1991-08-09,1991,8,9,23.7213191986084,23.81094551086425,23.601816177368164,23.63169288635254,3516652.0
1991-08-12,1991,8,12,23.63169288635254,23.78107070922852,23.571941375732425,23.571941375732425,3278164.0
1991-08-13,1991,8,13,23.66156768798828,23.870698928833008,23.512189865112305,23.66156768798828,5324977.0
1991-08-14,1991,8,14,23.751195907592773,23.751195907592773,23.512189865112305,23.542064666748047,4692356.0
1991-08-15,1991,8,15,23.542064666748047,23.66156768798828,23.452438354492188,23.512189865112305,3361007.0
1991-08-16,1991,8,16,23.512189865112305,23.571941375732425,23.064054489135746,23.064054489135746,7032886.0
1991-08-19,1991,8,19,22.28728485107422,22.854923248291016,21.98852729797364,22.70554542541504,12636098.0
1991-08-20,1991,8,20,23.004301071166992,23.004301071166992,22.73542022705078,22.88479804992676,6822849.0
1991-08-21,1991,8,21,22.97442626953125,23.034177780151367,22.46653938293457,22.854923248291016,11832770.0
1991-08-22,1991,8,22,22.854923248291016,23.034177780151367,22.496414184570312,22.55616569519043,9060452.0
1991-08-23,1991,8,23,22.55616569519043,22.97442626953125,22.55616569519043,22.675668716430664,7129954.0
1991-08-26,1991,8,26,22.73542022705078,22.854923248291016,22.64579391479492,22.73542022705078,3745935.0
1991-08-27,1991,8,27,22.76529693603516,22.854923248291016,22.615917205810547,22.76529693603516,5265982.0
1991-08-28,1991,8,28,22.73542022705078,22.76529693603516,22.526290893554688,22.586042404174805,6764273.0
1991-08-29,1991,8,29,22.64579391479492,22.914674758911133,22.46653938293457,22.82504844665528,9390151.0
1991-08-30,1991,8,30,22.88479804992676,23.21343231201172,22.88479804992676,23.1536808013916,5615346.0
1991-09-03,1991,9,3,23.36281013488769,23.63169288635254,23.33293533325196,23.42256164550781,6938746.0
1991-09-04,1991,9,4,23.512189865112305,23.7213191986084,23.33293533325196,23.571941375732425,6700258.0
1991-09-05,1991,9,5,23.571941375732425,23.691444396972656,23.33293533325196,23.48231315612793,4160988.0
1991-09-06,1991,9,6,23.48231315612793,23.81094551086425,23.36281013488769,23.751195907592773,5464722.0
1991-09-09,1991,9,9,23.78107070922852,24.16945457458496,23.78107070922852,24.13957977294922,4949254.0
1991-09-10,1991,9,10,24.199331283569336,24.199331283569336,23.7213191986084,23.81094551086425,7102758.0
1991-09-11,1991,9,11,23.90057373046875,24.22920608520508,23.81094551086425,24.22920608520508,6643774.0
1991-09-12,1991,9,12,24.468212127685547,24.856597900390625,24.438337326049805,24.856597900390625,9368394.0
1991-09-13,1991,9,13,24.766969680786133,24.796844482421875,24.259082794189453,24.58771514892578,7909852.0
1991-09-16,1991,9,16,24.58771514892578,24.946224212646484,24.58771514892578,24.766969680786133,7703162.0
1991-09-17,1991,9,17,24.707218170166016,25.06572723388672,24.67734146118164,25.06572723388672,5833751.0
1991-09-18,1991,9,18,24.976099014282227,25.21510505676269,24.976099014282227,25.18522834777832,5918686.0
1991-09-19,1991,9,19,25.18522834777832,25.42423439025879,25.035850524902344,25.06572723388672,7296059.0
1991-09-20,1991,9,20,25.06572723388672,25.12547874450684,24.856597900390625,24.91634750366211,7886003.0
1991-09-23,1991,9,23,24.91634750366211,25.0059757232666,24.886472702026367,25.0059757232666,3274398.0
1991-09-24,1991,9,24,25.06572723388672,25.304731369018555,24.886472702026367,25.304731369018555,6272653.0
1991-09-25,1991,9,25,25.24498176574707,25.27485656738281,25.035850524902344,25.09560203552246,3356823.0
1991-09-26,1991,9,26,24.976099014282227,25.27485656738281,24.91634750366211,25.06572723388672,3960993.0
1991-09-27,1991,9,27,25.0059757232666,25.18522834777832,24.378585815429688,24.438337326049805,6657162.0
1991-09-30,1991,9,30,24.468212127685547,24.91634750366211,24.199331283569336,24.766969680786133,5163474.0
1991-10-01,1991,10,1,24.766969680786133,24.796844482421875,24.49808883666992,24.527963638305664,2938423.0
1991-10-02,1991,10,2,24.49808883666992,24.49808883666992,24.0798282623291,24.16945457458496,4371025.0
1991-10-03,1991,10,3,24.109703063964844,24.13957977294922,23.66156768798828,23.66156768798828,5418280.0
1991-10-04,1991,10,4,23.691444396972656,23.81094551086425,23.452438354492188,23.48231315612793,5523717.0
1991-10-07,1991,10,7,23.512189865112305,23.751195907592773,23.48231315612793,23.63169288635254,5345478.0
1991-10-08,1991,10,8,23.691444396972656,23.751195907592773,23.33293533325196,23.42256164550781,6019939.0
1991-10-09,1991,10,9,23.36281013488769,23.48231315612793,23.123804092407227,23.24330711364746,7989348.0
1991-10-10,1991,10,10,23.33293533325196,23.870698928833008,23.183555603027344,23.84082221984864,5929565.0
1991-10-11,1991,10,11,23.90057373046875,24.020076751708984,23.78107070922852,23.870698928833008,3738822.0
1991-10-14,1991,10,14,23.7213191986084,24.288957595825195,23.691444396972656,24.199331283569336,3309544.0
1991-10-15,1991,10,15,24.348709106445312,25.035850524902344,23.84082221984864,24.91634750366211,12692582.0
1991-10-16,1991,10,16,24.796844482421875,24.796844482421875,24.22920608520508,24.288957595825195,8476366.0
1991-10-17,1991,10,17,24.13957977294922,24.199331283569336,23.751195907592773,23.870698928833008,6827870.0
1991-10-18,1991,10,18,23.90057373046875,23.99020195007324,23.81094551086425,23.99020195007324,5504889.0
1991-10-21,1991,10,21,23.960325241088867,24.13957977294922,23.870698928833008,23.960325241088867,3938399.0
1991-10-22,1991,10,22,23.960325241088867,24.020076751708984,23.542064666748047,23.542064666748047,4834194.0
1991-10-23,1991,10,23,23.571941375732425,23.601816177368164,23.24330711364746,23.542064666748047,6614904.0
1991-10-24,1991,10,24,23.42256164550781,23.691444396972656,23.33293533325196,23.48231315612793,4065174.0
1991-10-25,1991,10,25,23.48231315612793,23.571941375732425,23.30305862426757,23.42256164550781,4163498.0
1991-10-28,1991,10,28,23.48231315612793,23.571941375732425,23.42256164550781,23.48231315612793,3753885.0
1991-10-29,1991,10,29,23.512189865112305,23.751195907592773,23.30305862426757,23.63169288635254,4938794.0
1991-10-30,1991,10,30,23.66156768798828,23.960325241088867,23.63169288635254,23.960325241088867,6389386.0
1991-10-31,1991,10,31,23.93044853210449,23.99020195007324,23.48231315612793,23.48231315612793,4738380.0
1991-11-01,1991,11,1,23.512189865112305,23.751195907592773,23.36281013488769,23.512189865112305,8945392.0
1991-11-04,1991,11,4,23.183555603027344,23.36281013488769,23.093929290771484,23.183555603027344,4773526.0
1991-11-05,1991,11,5,23.24330711364746,23.36281013488769,23.093929290771484,23.093929290771484,4901974.0
1991-11-06,1991,11,6,23.123804092407227,23.24330711364746,23.034177780151367,23.093929290771484,4216635.0
1991-11-07,1991,11,7,23.512189865112305,23.90057373046875,23.48231315612793,23.870698928833008,7946253.0
1991-11-08,1991,11,8,24.13957977294922,24.22920608520508,23.90057373046875,23.960325241088867,5794840.0
1991-11-11,1991,11,11,23.93044853210449,24.0798282623291,23.870698928833008,23.93044853210449,2779431.0
1991-11-12,1991,11,12,23.960325241088867,24.049951553344727,23.691444396972656,23.751195907592773,4811600.0
1991-11-13,1991,11,13,23.571941375732425,23.691444396972656,23.512189865112305,23.63169288635254,3860158.0
1991-11-14,1991,11,14,23.691444396972656,23.93044853210449,23.512189865112305,23.90057373046875,4612860.0
1991-11-15,1991,11,15,23.90057373046875,23.93044853210449,22.944551467895508,23.004301071166992,8189343.0
1991-11-18,1991,11,18,23.1536808013916,23.36281013488769,23.004301071166992,23.24330711364746,7160916.0
1991-11-19,1991,11,19,23.093929290771484,23.123804092407227,22.70554542541504,23.064054489135746,8888071.0
1991-11-20,1991,11,20,23.183555603027344,23.27318382263184,22.7951717376709,22.82504844665528,5640869.0
1991-11-21,1991,11,21,22.73542022705078,23.123804092407227,22.73542022705078,22.7951717376709,6388968.0
1991-11-22,1991,11,22,22.7951717376709,22.944551467895508,22.615917205810547,22.64579391479492,5722875.0
1991-11-25,1991,11,25,22.70554542541504,22.854923248291016,22.615917205810547,22.73542022705078,4449684.0
1991-11-26,1991,11,26,22.854923248291016,23.452438354492188,22.615917205810547,23.39268684387207,8149177.0
1991-11-27,1991,11,27,23.093929290771484,23.21343231201172,22.496414184570312,22.526290893554688,7547518.0
1991-11-29,1991,11,29,22.436662673950195,22.436662673950195,22.078155517578125,22.108030319213867,6871802.0
1991-12-02,1991,12,2,21.77939796447754,22.078155517578125,21.659894943237305,22.04827880859375,9823195.0
1991-12-03,1991,12,3,21.92877578735352,22.01840209960937,21.749521255493164,21.80927276611328,6542102.0
1991-12-04,1991,12,4,21.839149475097656,21.8690242767334,21.51051521301269,21.51051521301269,9790560.0
1991-12-05,1991,12,5,21.54039192199707,21.77939796447754,21.54039192199707,21.570268630981445,7919475.0
1991-12-06,1991,12,6,21.51051521301269,21.570268630981445,21.27151107788086,21.27151107788086,11282574.0
1991-12-09,1991,12,9,21.36113739013672,21.45076560974121,20.225860595703125,20.34536361694336,16297098.0
1991-12-10,1991,12,10,20.40511512756348,20.673995971679688,19.95697975158692,20.61424446105957,20949288.0
1991-12-11,1991,12,11,20.79349899291992,21.002628326416016,20.4648666381836,20.97275352478028,10837397.0
1991-12-12,1991,12,12,21.152008056640625,21.331262588500977,21.03250503540039,21.181882858276367,8757530.0
1991-12-13,1991,12,13,21.211759567260746,21.241634368896484,20.85325050354004,21.03250503540039,7444591.0
1991-12-16,1991,12,16,20.97275352478028,21.03250503540039,20.733747482299805,20.763622283935547,5406146.0
1991-12-17,1991,12,17,20.733747482299805,20.79349899291992,20.3752384185791,20.43498992919922,6200688.0
1991-12-18,1991,12,18,20.43498992919922,20.763622283935547,20.28561210632324,20.61424446105957,7974704.0
1991-12-19,1991,12,19,20.4648666381836,20.52461814880371,20.195985794067383,20.28561210632324,7959642.0
1991-12-20,1991,12,20,20.554492950439453,20.61424446105957,20.315488815307617,20.494741439819336,13486287.0
1991-12-23,1991,12,23,20.52461814880371,21.152008056640625,20.43498992919922,21.092256546020508,9798091.0
1991-12-24,1991,12,24,21.092256546020508,21.51051521301269,21.002628326416016,21.092256546020508,7193133.0
1991-12-26,1991,12,26,21.092256546020508,21.241634368896484,20.91300201416016,21.092256546020508,5141299.0
1991-12-27,1991,12,27,21.12213134765625,21.42088890075684,21.12213134765625,21.36113739013672,6447544.0
1991-12-30,1991,12,30,21.45076560974121,21.68977165222168,21.3013858795166,21.600143432617188,8142901.0
1991-12-31,1991,12,31,21.54039192199707,21.77939796447754,21.241634368896484,21.27151107788086,7976796.0
1992-01-02,1992,1,2,21.27151107788086,21.659894943237305,21.241634368896484,21.570268630981445,7451286.0
1992-01-03,1992,1,3,21.570268630981445,21.77939796447754,21.51051521301269,21.600143432617188,6069310.0
1992-01-06,1992,1,6,21.749521255493164,22.257408142089844,21.719646453857425,22.04827880859375,9198524.0
1992-01-07,1992,1,7,21.98852729797364,22.64579391479492,21.95865249633789,22.615917205810547,8255032.0
1992-01-08,1992,1,8,22.46653938293457,22.70554542541504,22.04827880859375,22.078155517578125,10526526.0
1992-01-09,1992,1,9,22.13790512084961,22.526290893554688,21.80927276611328,21.80927276611328,8535778.0
1992-01-10,1992,1,10,21.839149475097656,22.108030319213867,21.659894943237305,21.719646453857425,6742516.0
1992-01-13,1992,1,13,21.68977165222168,21.719646453857425,21.45076560974121,21.570268630981445,5578527.0
1992-01-14,1992,1,14,21.600143432617188,22.108030319213867,21.570268630981445,22.078155517578125,5599866.0
1992-01-15,1992,1,15,22.46653938293457,22.88479804992676,22.347036361694336,22.7951717376709,12986718.0
1992-01-16,1992,1,16,22.73542022705078,23.21343231201172,22.70554542541504,22.82504844665528,9427389.0
1992-01-17,1992,1,17,22.70554542541504,23.452438354492188,22.13790512084961,23.034177780151367,14987088.0
1992-01-20,1992,1,20,23.004301071166992,23.034177780151367,22.76529693603516,22.76529693603516,5062222.0
1992-01-21,1992,1,21,22.76529693603516,22.82504844665528,22.19765853881836,22.19765853881836,5968058.0
