Date,Open,High,Low,Close,Adj Close,Volume
1991-02-27,31.07074546813965,31.279876708984375,30.622610092163086,31.279876708984375,14.179258346557617,8540381
1991-02-28,31.369503021240234,31.42925453186035,30.473230361938477,30.771989822387695,13.949031829833984,9031164
1991-03-01,30.65248680114746,31.42925453186035,30.622610092163086,31.309751510620117,14.192804336547852,7774290
1991-03-04,31.369503021240234,31.66826057434082,31.040870666503906,31.220123291015625,14.152170181274414,4977286
1991-03-05,31.220123291015625,32.26577377319336,31.040870666503906,31.90726661682129,14.46364688873291,10392638
1991-03-06,32.116397857666016,32.23590087890625,31.698135375976562,31.75788688659668,14.395946502685547,8497704
1991-03-07,31.728010177612305,31.967016220092773,31.459129333496094,31.66826057434082,14.355316162109375,4989838
1991-03-08,31.817638397216797,31.93714141845703,31.309751510620117,31.369503021240234,14.219887733459473,6209056
1991-03-11,31.07074546813965,31.190248489379883,30.771989822387695,30.861616134643555,13.989665031433105,7549610
1991-03-12,30.801864624023438,30.891490936279297,30.23422622680664,30.353727340698242,13.759428977966309,9024051
1991-03-13,30.353727340698242,30.98111915588379,30.293977737426758,30.861616134643555,13.989665031433105,6294410
1991-03-14,30.891490936279297,31.25,30.23422622680664,30.622610092163086,13.881321907043457,8137462
1991-03-15,30.532983779907227,30.532983779907227,30.174474716186523,30.264101028442383,13.718802452087402,11261236
1991-03-18,30.204349517822266,30.622610092163086,30.174474716186523,30.56285858154297,13.854233741760254,6239599
1991-03-19,28.38193130493164,28.441682815551758,27.485660552978516,27.515535354614258,12.472869873046875,26503966
1991-03-20,27.485660552978516,27.575286865234375,27.127151489257812,27.27652931213379,12.364531517028809,16765706
1991-03-21,27.425907135009766,27.485660552978516,26.52963638305664,26.738767623901367,12.120758056640625,13526035
1991-03-22,26.76864242553711,26.918020248413086,26.589387893676758,26.679014205932617,12.093673706054688,11959127
1991-03-25,26.738767623901367,27.157026290893555,26.708890914916992,27.127151489257812,12.296818733215332,6681430
1991-03-26,27.127151489257812,27.396032333374023,27.097274780273438,27.216777801513672,12.337441444396973,5756347
1991-03-27,27.336280822753906,27.396032333374023,26.888145446777344,26.977771759033203,12.229100227355957,7132465
1991-03-28,27.246654510498047,27.336280822753906,26.977771759033203,27.216777801513672,12.337441444396973,6773059
1991-04-01,27.216777801513672,27.30640411376953,26.738767623901367,26.828393936157227,12.161392211914062,5953832
1991-04-02,26.888145446777344,27.127151489257812,26.559511184692383,27.067399978637695,12.269730567932129,9489730
1991-04-03,27.097274780273438,27.30640411376953,27.007648468017578,27.03752326965332,12.256189346313477,7702326
1991-04-04,27.157026290893555,27.425907135009766,26.79851722717285,27.127151489257812,12.296818733215332,8109847
1991-04-05,27.27652931213379,27.36615753173828,26.888145446777344,26.918020248413086,12.202019691467285,6360098
1991-04-08,26.8582706451416,27.127151489257812,26.76864242553711,27.007648468017578,12.242645263671875,4037978
1991-04-09,26.94789695739746,27.097274780273438,26.52963638305664,26.589387893676758,12.053049087524414,5643798
1991-04-10,26.619264602661133,26.679014205932617,26.290630340576172,26.589387893676758,12.053049087524414,8052945
1991-04-11,26.559511184692383,26.738767623901367,26.320507049560547,26.44001007080078,11.985333442687988,9266305
1991-04-12,26.52963638305664,26.52963638305664,25.84249496459961,25.93212127685547,11.755104064941406,14876212
1991-04-15,25.872371673583984,25.902246475219727,25.24498176574707,25.543737411499023,11.579054832458496,12664131
1991-04-16,25.5736141204834,26.111377716064453,25.51386260986328,26.111377716064453,11.836363792419434,8730753
1991-04-17,26.201004028320312,26.469884872436523,26.111377716064453,26.26075553894043,11.90407943725586,8740376
1991-04-18,26.290630340576172,26.469884872436523,26.141252517700195,26.230880737304688,11.890534400939941,6124539
1991-04-19,26.111377716064453,26.35038185119629,26.051624298095703,26.171127319335938,11.863448143005371,8825311
1991-04-22,25.99187469482422,26.141252517700195,25.84249496459961,25.93212127685547,11.755104064941406,6570554
1991-04-23,26.051624298095703,26.081501007080078,25.782743453979492,25.902246475219727,11.741567611694336,3899906
1991-04-24,25.902246475219727,26.02174949645996,25.812620162963867,25.872371673583984,11.728013038635254,6033746
1991-04-25,25.902246475219727,26.081501007080078,25.722991943359375,25.812620162963867,11.700940132141113,4691938
1991-04-26,25.812620162963867,25.872371673583984,25.633365631103516,25.663240432739258,11.633223533630371,4282324
1991-04-29,25.75286865234375,25.782743453979492,25.0059757232666,25.06572723388672,11.362356185913086,7759228
1991-04-30,25.215105056762695,25.215105056762695,24.40846061706543,24.617591857910156,11.159226417541504,13757829
1991-05-01,24.498088836669922,24.976099014282227,24.40846061706543,24.856597900390625,11.267571449279785,8134533
1991-05-02,24.796844482421875,25.33460807800293,24.796844482421875,25.304731369018555,11.470709800720215,6368466
1991-05-03,25.215105056762695,25.454111099243164,24.378585815429688,24.766969680786133,11.226940155029297,13485450
1991-05-06,24.468212127685547,24.766969680786133,24.468212127685547,24.707218170166016,11.332176208496094,4577296
1991-05-07,24.707218170166016,24.73709487915039,24.348709106445312,24.348709106445312,11.167742729187012,5381042
1991-05-08,24.40846061706543,24.856597900390625,24.31883430480957,24.796844482421875,11.373284339904785,5790656
1991-05-09,24.91634750366211,25.304731369018555,24.886472702026367,25.304731369018555,11.606231689453125,6458004
1991-05-10,25.304731369018555,25.33460807800293,24.617591857910156,24.707218170166016,11.332176208496094,5708650
1991-05-13,24.766969680786133,25.33460807800293,24.67734146118164,25.304731369018555,11.606231689453125,5374766
1991-05-14,25.215105056762695,25.394359588623047,25.0059757232666,25.33460807800293,11.61993408203125,8226581
1991-05-15,25.09560203552246,25.125478744506836,24.199331283569336,24.557838439941406,11.263662338256836,11198058
1991-05-16,24.796844482421875,24.91634750366211,24.617591857910156,24.886472702026367,11.414389610290527,5704047
1991-05-17,24.766969680786133,25.0059757232666,24.73709487915039,24.796844482421875,11.373284339904785,8841210
1991-05-20,24.886472702026367,24.91634750366211,24.6474666595459,24.67734146118164,11.318474769592285,3308289
1991-05-21,24.766969680786133,24.91634750366211,24.020076751708984,24.259082794189453,11.126632690429688,7009037
1991-05-22,24.438337326049805,25.0059757232666,24.378585815429688,25.0059757232666,11.469206809997559,9380946
1991-05-23,24.976099014282227,25.0059757232666,24.796844482421875,25.0059757232666,11.469206809997559,5779359
1991-05-24,25.0059757232666,25.125478744506836,24.976099014282227,25.09560203552246,11.510310173034668,3996138
1991-05-28,25.155353546142578,25.18522834777832,24.766969680786133,25.125478744506836,11.524015426635742,6032073
1991-05-29,25.0059757232666,25.0059757232666,24.796844482421875,24.886472702026367,11.414389610290527,6912805
1991-05-30,24.766969680786133,25.125478744506836,24.766969680786133,24.946224212646484,11.441802024841309,5979354
1991-05-31,24.946224212646484,25.454111099243164,24.796844482421875,25.364484786987305,11.633639335632324,7384760
1991-06-03,25.33460807800293,25.663240432739258,25.274856567382812,25.42423439025879,11.661041259765625,5530411
1991-06-04,25.24498176574707,25.33460807800293,25.0059757232666,25.09560203552246,11.510310173034668,5104898
1991-06-05,25.18522834777832,25.215105056762695,24.6474666595459,24.67734146118164,11.318474769592285,6222445
1991-06-06,24.6474666595459,24.766969680786133,24.378585815429688,24.617591857910156,11.291071891784668,5665973
1991-06-07,24.58771514892578,24.617591857910156,24.229206085205078,24.378585815429688,11.181450843811035,7365514
1991-06-10,24.468212127685547,24.557838439941406,24.40846061706543,24.468212127685547,11.222556114196777,4122495
1991-06-11,24.557838439941406,24.73709487915039,24.40846061706543,24.438337326049805,11.20885181427002,4756790
1991-06-12,24.348709106445312,24.378585815429688,24.049951553344727,24.259082794189453,11.126632690429688,7864665
1991-06-13,24.229206085205078,24.229206085205078,23.930448532104492,24.049951553344727,11.030714988708496,7933282
1991-06-14,24.229206085205078,24.288957595825195,23.870698928833008,23.990201950073242,11.003308296203613,9882608
1991-06-17,23.810945510864258,23.90057373046875,23.781070709228516,23.781070709228516,10.907391548156738,682829
1991-06-18,23.840822219848633,24.13957977294922,23.840822219848633,24.109703063964844,11.058123588562012,7265098
1991-06-19,23.960325241088867,24.199331283569336,23.90057373046875,24.13957977294922,11.07182502746582,8714435
1991-06-20,23.601816177368164,23.7213191986084,23.21343231201172,23.691444396972656,10.866288185119629,17095824
1991-06-21,23.7213191986084,23.90057373046875,23.691444396972656,23.810945510864258,10.921089172363281,13155751
1991-06-24,23.691444396972656,23.810945510864258,23.48231315612793,23.512189865112305,10.784061431884766,9813990
1991-06-25,23.571941375732422,23.810945510864258,23.48231315612793,23.751195907592773,10.893685340881348,7176815
1991-06-26,23.691444396972656,23.751195907592773,23.452438354492188,23.571941375732422,10.811477661132812,7116984
1991-06-27,23.601816177368164,23.601816177368164,23.273183822631836,23.332935333251953,10.701848030090332,7586010
1991-06-28,23.24330711364746,23.362810134887695,23.093929290771484,23.21343231201172,10.6470365524292,7412374
1991-07-01,23.332935333251953,23.571941375732422,23.273183822631836,23.512189865112305,10.784061431884766,5625806
1991-07-02,23.48231315612793,23.751195907592773,23.452438354492188,23.691444396972656,10.866288185119629,5060966
1991-07-03,23.601816177368164,23.63169288635254,23.452438354492188,23.452438354492188,10.756659507751465,4046346
1991-07-05,23.452438354492188,23.7213191986084,23.39268684387207,23.571941375732422,10.811477661132812,3284440
1991-07-08,23.422561645507812,24.020076751708984,23.362810134887695,24.020076751708984,11.017014503479004,5817852
1991-07-09,23.990201950073242,24.109703063964844,23.7213191986084,23.781070709228516,10.907391548156738,5278953
1991-07-10,23.870698928833008,23.990201950073242,23.542064666748047,23.601816177368164,10.825178146362305,5449660
1991-07-11,23.63169288635254,23.66156768798828,23.422561645507812,23.48231315612793,10.770360946655273,4967663
1991-07-12,23.66156768798828,23.840822219848633,23.48231315612793,23.751195907592773,10.893685340881348,5880194
1991-07-15,23.781070709228516,23.870698928833008,23.7213191986084,23.7213191986084,10.879987716674805,3568115
1991-07-16,23.781070709228516,23.781070709228516,22.944551467895508,23.093929290771484,10.592226028442383,9208147
1991-07-17,23.004301071166992,23.1536808013916,22.97442626953125,23.004301071166992,10.551116943359375,6473485
1991-07-18,23.093929290771484,23.512189865112305,22.854923248291016,23.48231315612793,10.770360946655273,9870893
1991-07-19,23.90057373046875,24.109703063964844,23.542064666748047,24.020076751708984,11.017014503479004,10765014
1991-07-22,24.13957977294922,24.40846061706543,24.109703063964844,24.378585815429688,11.181450843811035,7645842
1991-07-23,24.557838439941406,24.617591857910156,24.049951553344727,24.049951553344727,11.030714988708496,5494429
1991-07-24,24.0798282623291,24.229206085205078,23.90057373046875,24.0798282623291,11.044417381286621,4525414
1991-07-25,24.199331283569336,24.288957595825195,24.020076751708984,24.020076751708984,11.017014503479004,3533388
1991-07-26,24.049951553344727,24.13957977294922,23.930448532104492,24.020076751708984,11.017014503479004,2678597
1991-07-29,24.020076751708984,24.229206085205078,23.990201950073242,24.229206085205078,11.11292839050293,3477322
1991-07-30,24.31883430480957,24.378585815429688,23.990201950073242,24.288957595825195,11.140341758728027,4519138
1991-07-31,24.348709106445312,24.40846061706543,24.16945457458496,24.199331283569336,11.099227905273438,3648866
1991-08-01,24.13957977294922,24.31883430480957,24.0798282623291,24.199331283569336,11.099227905273438,3778152
1991-08-02,24.259082794189453,24.288957595825195,23.960325241088867,23.990201950073242,11.003308296203613,3732965
1991-08-05,23.990201950073242,24.199331283569336,23.990201950073242,24.13957977294922,11.07182502746582,5214101
1991-08-06,23.960325241088867,24.0798282623291,23.810945510864258,23.990201950073242,11.13672924041748,5861366
1991-08-07,23.990201950073242,24.020076751708984,23.66156768798828,23.66156768798828,10.98416519165039,4854695
1991-08-08,23.691444396972656,23.840822219848633,23.66156768798828,23.7213191986084,11.011913299560547,4431693
1991-08-09,23.7213191986084,23.810945510864258,23.601816177368164,23.63169288635254,10.970307350158691,3516652
1991-08-12,23.63169288635254,23.781070709228516,23.571941375732422,23.571941375732422,10.942567825317383,3278164
1991-08-13,23.66156768798828,23.870698928833008,23.512189865112305,23.66156768798828,10.98416519165039,5324977
1991-08-14,23.751195907592773,23.751195907592773,23.512189865112305,23.542064666748047,10.92870044708252,4692356
1991-08-15,23.542064666748047,23.66156768798828,23.452438354492188,23.512189865112305,10.914823532104492,3361007
1991-08-16,23.512189865112305,23.571941375732422,23.064054489135742,23.064054489135742,10.706801414489746,7032886
1991-08-19,22.28728485107422,22.854923248291016,21.988527297973633,22.70554542541504,10.540366172790527,12636098
1991-08-20,23.004301071166992,23.004301071166992,22.73542022705078,22.884798049926758,10.623584747314453,6822849
1991-08-21,22.97442626953125,23.034177780151367,22.46653938293457,22.854923248291016,10.609712600708008,11832770
1991-08-22,22.854923248291016,23.034177780151367,22.496414184570312,22.55616569519043,10.471022605895996,9060452
1991-08-23,22.55616569519043,22.97442626953125,22.55616569519043,22.675668716430664,10.52649974822998,7129954
1991-08-26,22.73542022705078,22.854923248291016,22.645793914794922,22.73542022705078,10.554240226745605,3745935
1991-08-27,22.765296936035156,22.854923248291016,22.615917205810547,22.765296936035156,10.568103790283203,5265982
1991-08-28,22.73542022705078,22.765296936035156,22.526290893554688,22.586042404174805,10.484890937805176,6764273
1991-08-29,22.645793914794922,22.914674758911133,22.46653938293457,22.825048446655273,10.595842361450195,9390151
1991-08-30,22.884798049926758,23.21343231201172,22.884798049926758,23.1536808013916,10.748400688171387,5615346
1991-09-03,23.362810134887695,23.63169288635254,23.332935333251953,23.422561645507812,10.873223304748535,6938746
1991-09-04,23.512189865112305,23.7213191986084,23.332935333251953,23.571941375732422,10.942567825317383,6700258
1991-09-05,23.571941375732422,23.691444396972656,23.332935333251953,23.48231315612793,10.900956153869629,4160988
1991-09-06,23.48231315612793,23.810945510864258,23.362810134887695,23.751195907592773,11.025779724121094,5464722
1991-09-09,23.781070709228516,24.16945457458496,23.781070709228516,24.13957977294922,11.20607852935791,4949254
1991-09-10,24.199331283569336,24.199331283569336,23.7213191986084,23.810945510864258,11.053513526916504,7102758
1991-09-11,23.90057373046875,24.229206085205078,23.810945510864258,24.229206085205078,11.247681617736816,6643774
1991-09-12,24.468212127685547,24.856597900390625,24.438337326049805,24.856597900390625,11.538932800292969,9368394
1991-09-13,24.766969680786133,24.796844482421875,24.259082794189453,24.58771514892578,11.414102554321289,7909852
1991-09-16,24.58771514892578,24.946224212646484,24.58771514892578,24.766969680786133,11.497321128845215,7703162
1991-09-17,24.707218170166016,25.06572723388672,24.67734146118164,25.06572723388672,11.636008262634277,5833751
1991-09-18,24.976099014282227,25.215105056762695,24.976099014282227,25.18522834777832,11.691483497619629,5918686
1991-09-19,25.18522834777832,25.42423439025879,25.035850524902344,25.06572723388672,11.636008262634277,7296059
1991-09-20,25.06572723388672,25.125478744506836,24.856597900390625,24.91634750366211,11.566665649414062,7886003
1991-09-23,24.91634750366211,25.0059757232666,24.886472702026367,25.0059757232666,11.608275413513184,3274398
1991-09-24,25.06572723388672,25.304731369018555,24.886472702026367,25.304731369018555,11.746965408325195,6272653
1991-09-25,25.24498176574707,25.274856567382812,25.035850524902344,25.09560203552246,11.649886131286621,3356823
1991-09-26,24.976099014282227,25.274856567382812,24.91634750366211,25.06572723388672,11.636008262634277,3960993
1991-09-27,25.0059757232666,25.18522834777832,24.378585815429688,24.438337326049805,11.344762802124023,6657162
1991-09-30,24.468212127685547,24.91634750366211,24.199331283569336,24.766969680786133,11.497321128845215,5163474
1991-10-01,24.766969680786133,24.796844482421875,24.498088836669922,24.527963638305664,11.386373519897461,2938423
1991-10-02,24.498088836669922,24.498088836669922,24.0798282623291,24.16945457458496,11.219944953918457,4371025
1991-10-03,24.109703063964844,24.13957977294922,23.66156768798828,23.66156768798828,10.98416519165039,5418280
1991-10-04,23.691444396972656,23.810945510864258,23.452438354492188,23.48231315612793,10.900956153869629,5523717
1991-10-07,23.512189865112305,23.751195907592773,23.48231315612793,23.63169288635254,10.970307350158691,5345478
1991-10-08,23.691444396972656,23.751195907592773,23.332935333251953,23.422561645507812,10.873223304748535,6019939
1991-10-09,23.362810134887695,23.48231315612793,23.123804092407227,23.24330711364746,10.790006637573242,7989348
1991-10-10,23.332935333251953,23.870698928833008,23.183555603027344,23.840822219848633,11.067386627197266,5929565
1991-10-11,23.90057373046875,24.020076751708984,23.781070709228516,23.870698928833008,11.081259727478027,3738822
1991-10-14,23.7213191986084,24.288957595825195,23.691444396972656,24.199331283569336,11.233811378479004,3309544
1991-10-15,24.348709106445312,25.035850524902344,23.840822219848633,24.91634750366211,11.566665649414062,12692582
1991-10-16,24.796844482421875,24.796844482421875,24.229206085205078,24.288957595825195,11.275419235229492,8476366
1991-10-17,24.13957977294922,24.199331283569336,23.751195907592773,23.870698928833008,11.081259727478027,6827870
1991-10-18,23.90057373046875,23.990201950073242,23.810945510864258,23.990201950073242,11.13672924041748,5504889
1991-10-21,23.960325241088867,24.13957977294922,23.870698928833008,23.960325241088867,11.122859954833984,3938399
1991-10-22,23.960325241088867,24.020076751708984,23.542064666748047,23.542064666748047,10.92870044708252,4834194
1991-10-23,23.571941375732422,23.601816177368164,23.24330711364746,23.542064666748047,10.92870044708252,6614904
1991-10-24,23.422561645507812,23.691444396972656,23.332935333251953,23.48231315612793,10.900956153869629,4065174
1991-10-25,23.48231315612793,23.571941375732422,23.303058624267578,23.422561645507812,10.873223304748535,4163498
1991-10-28,23.48231315612793,23.571941375732422,23.422561645507812,23.48231315612793,10.900956153869629,3753885
1991-10-29,23.512189865112305,23.751195907592773,23.303058624267578,23.63169288635254,10.970307350158691,4938794
1991-10-30,23.66156768798828,23.960325241088867,23.63169288635254,23.960325241088867,11.122859954833984,6389386
1991-10-31,23.930448532104492,23.990201950073242,23.48231315612793,23.48231315612793,10.900956153869629,4738380
1991-11-01,23.512189865112305,23.751195907592773,23.362810134887695,23.512189865112305,10.914823532104492,8945392
1991-11-04,23.183555603027344,23.362810134887695,23.093929290771484,23.183555603027344,10.89629077911377,4773526
1991-11-05,23.24330711364746,23.362810134887695,23.093929290771484,23.093929290771484,10.854172706604004,4901974
1991-11-06,23.123804092407227,23.24330711364746,23.034177780151367,23.093929290771484,10.854172706604004,4216635
1991-11-07,23.512189865112305,23.90057373046875,23.48231315612793,23.870698928833008,11.219243049621582,7946253
1991-11-08,24.13957977294922,24.229206085205078,23.90057373046875,23.960325241088867,11.261369705200195,5794840
1991-11-11,23.930448532104492,24.0798282623291,23.870698928833008,23.930448532104492,11.247336387634277,2779431
1991-11-12,23.960325241088867,24.049951553344727,23.691444396972656,23.751195907592773,11.163080215454102,4811600
1991-11-13,23.571941375732422,23.691444396972656,23.512189865112305,23.63169288635254,11.106915473937988,3860158
1991-11-14,23.691444396972656,23.930448532104492,23.512189865112305,23.90057373046875,11.23328971862793,4612860
1991-11-15,23.90057373046875,23.930448532104492,22.944551467895508,23.004301071166992,10.812043190002441,8189343
1991-11-18,23.1536808013916,23.362810134887695,23.004301071166992,23.24330711364746,10.92437744140625,7160916
1991-11-19,23.093929290771484,23.123804092407227,22.70554542541504,23.064054489135742,10.840127944946289,8888071
1991-11-20,23.183555603027344,23.273183822631836,22.7951717376709,22.825048446655273,10.727794647216797,5640869
1991-11-21,22.73542022705078,23.123804092407227,22.73542022705078,22.7951717376709,10.713752746582031,6388968
1991-11-22,22.7951717376709,22.944551467895508,22.615917205810547,22.645793914794922,10.643542289733887,5722875
1991-11-25,22.70554542541504,22.854923248291016,22.615917205810547,22.73542022705078,10.685665130615234,4449684
1991-11-26,22.854923248291016,23.452438354492188,22.615917205810547,23.39268684387207,10.994588851928711,8149177
1991-11-27,23.093929290771484,23.21343231201172,22.496414184570312,22.526290893554688,10.58737564086914,7547518
1991-11-29,22.436662673950195,22.436662673950195,22.078155517578125,22.108030319213867,10.39079475402832,6871802
1991-12-02,21.77939796447754,22.078155517578125,21.659894943237305,22.04827880859375,10.362711906433105,9823195
1991-12-03,21.928775787353516,22.018402099609375,21.749521255493164,21.80927276611328,10.250381469726562,6542102
1991-12-04,21.839149475097656,21.8690242767334,21.510515213012695,21.510515213012695,10.109957695007324,9790560
1991-12-05,21.54039192199707,21.77939796447754,21.54039192199707,21.570268630981445,10.13805103302002,7919475
1991-12-06,21.510515213012695,21.570268630981445,21.27151107788086,21.27151107788086,9.997628211975098,11282574
1991-12-09,21.36113739013672,21.45076560974121,20.225860595703125,20.34536361694336,9.562339782714844,16297098
1991-12-10,20.405115127563477,20.673995971679688,19.956979751586914,20.61424446105957,9.688715934753418,20949288
1991-12-11,20.793498992919922,21.002628326416016,20.464866638183594,20.972753524780273,9.85721206665039,10837397
1991-12-12,21.152008056640625,21.331262588500977,21.03250503540039,21.181882858276367,9.955504417419434,8757530
1991-12-13,21.211759567260742,21.241634368896484,20.85325050354004,21.03250503540039,9.885299682617188,7444591
1991-12-16,20.972753524780273,21.03250503540039,20.733747482299805,20.763622283935547,9.758919715881348,5406146
1991-12-17,20.733747482299805,20.793498992919922,20.3752384185791,20.43498992919922,9.604463577270508,6200688
1991-12-18,20.43498992919922,20.763622283935547,20.285612106323242,20.61424446105957,9.688715934753418,7974704
1991-12-19,20.464866638183594,20.52461814880371,20.195985794067383,20.285612106323242,9.534255027770996,7959642
1991-12-20,20.554492950439453,20.61424446105957,20.315488815307617,20.494741439819336,9.63254451751709,13486287
1991-12-23,20.52461814880371,21.152008056640625,20.43498992919922,21.092256546020508,9.913383483886719,9798091
1991-12-24,21.092256546020508,21.510515213012695,21.002628326416016,21.092256546020508,9.913383483886719,7193133
1991-12-26,21.092256546020508,21.241634368896484,20.913002014160156,21.092256546020508,9.913383483886719,5141299
1991-12-27,21.12213134765625,21.420888900756836,21.12213134765625,21.36113739013672,10.039753913879395,6447544
1991-12-30,21.45076560974121,21.68977165222168,21.3013858795166,21.600143432617188,10.152088165283203,8142901
1991-12-31,21.54039192199707,21.77939796447754,21.241634368896484,21.27151107788086,9.997628211975098,7976796
1992-01-02,21.27151107788086,21.659894943237305,21.241634368896484,21.570268630981445,10.13805103302002,7451286
1992-01-03,21.570268630981445,21.77939796447754,21.510515213012695,21.600143432617188,10.152088165283203,6069310
1992-01-06,21.749521255493164,22.257408142089844,21.719646453857422,22.04827880859375,10.362711906433105,9198524
1992-01-07,21.988527297973633,22.645793914794922,21.95865249633789,22.615917205810547,10.629508018493652,8255032
1992-01-08,22.46653938293457,22.70554542541504,22.04827880859375,22.078155517578125,10.376752853393555,10526526
1992-01-09,22.13790512084961,22.526290893554688,21.80927276611328,21.80927276611328,10.250381469726562,8535778
1992-01-10,21.839149475097656,22.108030319213867,21.659894943237305,21.719646453857422,10.208250999450684,6742516
1992-01-13,21.68977165222168,21.719646453857422,21.45076560974121,21.570268630981445,10.13805103302002,5578527
1992-01-14,21.600143432617188,22.108030319213867,21.570268630981445,22.078155517578125,10.376752853393555,5599866
1992-01-15,22.46653938293457,22.884798049926758,22.347036361694336,22.7951717376709,10.713752746582031,12986718
1992-01-16,22.73542022705078,23.21343231201172,22.70554542541504,22.825048446655273,10.727794647216797,9427389
1992-01-17,22.70554542541504,23.452438354492188,22.13790512084961,23.034177780151367,10.826079368591309,14987088
1992-01-20,23.004301071166992,23.034177780151367,22.765296936035156,22.765296936035156,10.699716567993164,5062222
1992-01-21,22.765296936035156,22.825048446655273,22.19765853881836,22.19765853881836,10.432921409606934,5968058
1992-01-22,22.19765853881836,22.854923248291016,22.19765853881836,22.854923248291016,10.741838455200195,5327906
1992-01-23,22.825048446655273,22.914674758911133,22.28728485107422,22.347036361694336,10.503128051757812,5603213
1992-01-24,22.376911163330078,22.526290893554688,22.257408142089844,22.257408142089844,10.461004257202148,4415375
1992-01-27,22.347036361694336,22.46653938293457,22.317161560058594,22.406787872314453,10.531207084655762,3004112
1992-01-28,22.436662673950195,22.46653938293457,22.19765853881836,22.28728485107422,10.47504711151123,4094044
